StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.29927857432540148720092024012807537441
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.29933358074621525121372966100359021868
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.30078822545139072510924708219982425945
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.31042393720440450901108970688304453747
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.34377045405564551526816634683107149297
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.35192551203674786414062316915477784625
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.42538249965711752259507036058453482896
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.42798891938745288619376034439102844346
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.43342490923739583791668226075668274912
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.54268133801201630391204879028439105515
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.54278127931994911590304801163667724487
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.59497470443919157077298264854215689028
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.60926249204167561494288966149510663691
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.12865833885291570385487012749361455971
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.12988930901656887950036488569862428450
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.13058146437899725082539294863369341237
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.29552729057332883926868359596725182563
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.34416416700505646528063466240167634594
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.34495541945752056078930870638251825918
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.39871916730666770153004724429554996221
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.43606112494845675317951370319339321928
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.44745647274380103242915518463906380887
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.52464144838286851750611333000408312062
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.65547009422190946478650518530077752301
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.68300160353808922610692346220346278754
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.70908314287951243481337379654862309153
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.73909763304542984539029509690949475584
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.77145607646892459531162139256979042439
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,1.2.826.0.1.3680043.8.498.12530795601482381594400776336843528827,1.2.826.0.1.3680043.8.498.77786221591863564281487840993011459457
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.11427021506218230487132177359862240631
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.12199518810386991566972024547032501258
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.12202181928762797551084329277796269344
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.13200354863409497736435288988461295979
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.16101492877108690744464314252895705417
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.20012415463159859732967142930650206867
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.32919386188630370751927087062250615126
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.33628269034577129004270883729677571008
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.40511836824623163703875906339686574500
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.47569814907815606297355423965498595347
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.48550769843067060088745464501543821508
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.53269372988218034113406038389331846680
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.56912996042620075427676781051338939586
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.57017401627778683866591602857130714126
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.67181578662191889430200619684293667496
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.11047293136160100311678693778079164726,1.2.826.0.1.3680043.8.498.67213427623162953484806285266400865076
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.11760540966601479556348907508667668859
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.13266015798370777187433260993701838799
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.15794795800166514608554304422329992637
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.20939632441194059616957792303829615818
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.36619085011453361751765255910241150193
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.45917497739562682526635815879072169651
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.50343562105413191467391444982775273771
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.53323649568520595924403962187022933829
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.53475317921617474070249236573320076965
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.57734995376078114952816377841429414206
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.61868683739674930215374262334081462585
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.68475393431176831373148076346692692859
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.69438534939146670404844308161593795397
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.74293978839684624882228029597598493305
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.75027966231032270847915894676154919297
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,1.2.826.0.1.3680043.8.498.93033019939803549034623988786724354599,1.2.826.0.1.3680043.8.498.75314529111707789657188045828530053411
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.13020863220789593639267184177099674613
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.13041805370658741315398278522157681462
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.13343888623270371827209584991855385845
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.19120619423584374299964105896914578190
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.28670727470256867726210808943100487973
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.28741881755785865412817368862672218932
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.29857784856598030795081098333925409564
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.30403613794289839038211715449445016464
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.33568607668201567942856681372301561965
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.37438642900987770761832032477796532127
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.41142269725954328858274759072455383379
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.41918150608508594617687106872136556708
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.44136976713186960086024120600039522317
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.45115871147548693896744821769653552433
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.59669252678963635676621564970493059254
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,1.2.826.0.1.3680043.8.498.25383346010987155758613889082531008817,1.2.826.0.1.3680043.8.498.62365518697594696058059955177659771863
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.10406090280542815919606228071783133367
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.10468768840960751172434852001087825116
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.12019077020960866374831147247233255814
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.12648098017534875614685824960977172209
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.14421520248990654119945299986393991773
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.20270945666825229022787484306449930319
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.22596563618217597825316557418306201482
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.25932285922788998364092650764340426538
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1.2.826.0.1.3680043.8.498.12901226097432700042740819606965614119,1.2.826.0.1.3680043.8.498.48866296743989522151446133315787226821
